State_Name,County_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%),Area (mi^2)
Georgia,Bulloch,138,73140,0.992753623,0.007246377,0,20.9,0,0.967672415,688.84
Alabama,Bullock,138,10550,0.985507246,0.014492754,0,,,0.880672042,626.06
North Carolina,Buncombe,541,250110,0.918669131,0.081330869,1,72.6,0,0.890560355,659.8
Illinois,Bureau,375,33820,0.842666667,0.157333333,0,131.1,40.6,0.807663106,873.3
Georgia,Burke,82,22840,0.987804878,0.012195122,0,64.8,0,0.967672415,834.99
North Carolina,Burke,227,89080,0.876651982,0.123348018,0,31.9,0,0.890560355,514.89
North Dakota,Burke,29,2240,0.827586207,0.172413793,0,95.7,0,0.933551831,1129.26
North Dakota,Burleigh,116,90560,0.956896552,0.043103448,1,84,0,0.933551831,1668.04
Texas,Burleson,125,17415,0.952,0.048,0,70.7,0,0.891372329,677.78
New Jersey,Burlington,360,450235,0.908333333,0.091666667,0,37.8,20.7,0.529653452,819.43
Texas,Burnet,109,44585,1,0,0,44.2,0,0.891372329,1020.96
Wisconsin,Burnett,66,15260,0.96969697,0.03030303,0,,,0.833592818,880.38
Nebraska,Burt,169,6595,0.952662722,0.047337278,0,19.5,0,0.899117407,497.1
Alabama,Butler,188,20280,0.946808511,0.053191489,0,45.3,0,0.880672042,777.92
Iowa,Butler,288,14935,0.802083333,0.197916667,0,46.7,0,0.906330826,581.56
Kansas,Butler,590,66265,0.933898305,0.066101695,0,91.9,0,0.883778315,1446.42
Kentucky,Butler,98,12830,0.959183673,0.040816327,,,,0.920222177,431.52
Missouri,Butler,234,42885,0.944444444,0.055555556,0,46,35.2,0.753229107,698.97
Nebraska,Butler,209,8205,0.971291866,0.028708134,0,51.3,0,0.899117407,584.41
Ohio,Butler,377,373640,0.915119363,0.084880637,0,112.8,27.6,0.834323878,470.2
Pennsylvania,Butler,379,185975,0.80474934,0.19525066,0,108.8,0,0.714875343,794.79
California,Butte,437,223875,0.940503432,0.059496568,0,96.7,45.9,0.58749769,1677.11
Idaho,Butte,32,2590,0.96875,0.03125,0,19.6,0,0.968883613,2233.59
South Dakota,Butte,139,10270,0.805755396,0.194244604,0,20.6,0,0.857210259,2266.36
Georgia,Butts,46,23480,0.934782609,0.065217391,0,18.4,0,0.967672415,190.01
North Carolina,Cabarrus,227,192295,0.863436123,0.136563877,0,29.6,17.3,0.890560355,364.98
West Virginia,Cabell,202,96625,0.806930693,0.193069307,0,67.4,26.6,0.694866631,288.02
Utah,Cache,91,118825,0.967032967,0.032967033,0,60,0,0.783681005,1173.07
Oklahoma,Caddo,460,29510,0.795652174,0.204347826,0,41.3,0,0.629165553,936.9
Louisiana,Caddo,688,253125,0.918604651,0.081395349,1,142.1,0,0.743835895,1290.31
California,Calaveras,105,44785,0.876190476,0.123809524,0,,,0.58749769,1036.84
Louisiana,Calcasieu,456,197235,0.921052632,0.078947368,1,136.7,44.2,0.743835895,1094.34
Kentucky,Caldwell,115,12760,0.956521739,0.043478261,0,29.7,0,0.920222177,348.18
Missouri,Caldwell,207,9055,0.879227053,0.120772947,0,41.3,0,0.753229107,540.72
North Carolina,Caldwell,197,81625,0.862944162,0.137055838,0,17.3,0,0.890560355,429.72
Texas,Caldwell,199,39850,0.994974874,0.005025126,0,35.4,10.3,0.891372329,474.29
Louisiana,Caldwell,140,9995,0.871428571,0.128571429,0,28.2,0,0.743835895,547.41
Vermont,Caledonia,241,30860,0.991701245,0.008298755,0,43.8,0,0.821290173,657.52
Alabama,Calhoun,374,115885,0.962566845,0.037433155,0,65.9,29.3,0.880672042,612.32
Arkansas,Calhoun,109,5210,0.963302752,0.036697248,0,37.1,0,0.796760502,632.54
Florida,Calhoun,48,14550,0.979166667,0.020833333,0,,,0.882151679,574.34
Georgia,Calhoun,42,6445,1,0,0,33.1,0,0.967672415,283.57
Illinois,Calhoun,80,4960,0.9625,0.0375,0,,,0.807663106,283.69
Iowa,Calhoun,201,9875,0.84079602,0.15920398,0,41.4,0,0.906330826,572.29
Michigan,Calhoun,211,134690,0.872037915,0.127962085,0,51.2,43.5,0.771767308,718.44
Mississippi,Calhoun,220,14725,0.904545455,0.095454545,0,,,0.731516457,587.97
South Carolina,Calhoun,66,14885,0.954545455,0.045454545,0,35.1,0,0.812866638,392.34
Texas,Calhoun,101,21805,0.97029703,0.02970297,0,26,0,0.891372329,1032.16
West Virginia,Calhoun,50,7480,0.78,0.22,,,,0.694866631,280.64
Texas,Callahan,157,13595,0.993630573,0.006369427,0,31.2,0,0.891372329,901.26
Missouri,Callaway,304,44695,0.934210526,0.065789474,0,15.8,0,0.753229107,847.03
Kentucky,Calloway,208,38300,0.932692308,0.067307692,0,11.4,0,0.920222177,410.79
Wisconsin,Calumet,61,49655,0.967213115,0.032786885,0,38.3,0,0.833592818,397.03
Maryland,Calvert,31,90525,0.967741935,0.032258065,0,,,0.880315818,345.09
Idaho,Camas,51,970,0.882352941,0.117647059,0,,,0.968883613,1079.02
Pennsylvania,Cambria,280,137760,0.860714286,0.139285714,1,115.3,39.2,0.714875343,693.43
Georgia,Camden,97,52090,0.989690722,0.010309278,0,23.4,0,0.967672415,782.52
Missouri,Camden,93,44150,0.913978495,0.086021505,0,4.5,0,0.753229107,708.86
New Jersey,Camden,260,511145,0.911538462,0.088461538,0,89.6,37.6,0.529653452,227.58
North Carolina,Camden,24,10230,0.958333333,0.041666667,0,5,0,0.890560355,305.7
Pennsylvania,Cameron,59,4805,0.745762712,0.254237288,0,41.4,0,0.714875343,1931.6
Texas,Cameron,348,418785,0.997126437,0.002873563,2,114.9,0,0.891372329,398.6
Louisiana,Cameron,59,6740,0.847457627,0.152542373,0,,,0.743835895,1276.33
Texas,Camp,40,12630,1,0,0,36.2,0,0.891372329,203.2
Kentucky,Campbell,130,91455,0.946153846,0.053846154,0,29.4,25.9,0.920222177,159.43
South Dakota,Campbell,15,1555,1,0,0,,,0.857210259,771.34
Tennessee,Campbell,132,40010,0.893939394,0.106060606,0,78.3,0,0.945988112,498.25
Virginia,Campbell,144,55060,0.958333333,0.041666667,1,98.9,18.7,0.884284057,507.26
Wyoming,Campbell,148,48475,0.966216216,0.033783784,1,201.8,0,0.803817764,4801.56
Oklahoma,Canadian,473,129570,0.936575053,0.063424947,0,75.2,0,0.629165553,905.17
Georgia,Candler,61,10960,0.983606557,0.016393443,0,7.9,0,0.967672415,248.81
Tennessee,Cannon,158,13855,0.905063291,0.094936709,0,,,0.945988112,265.71
Idaho,Canyon,288,202780,0.961805556,0.038194444,0,60.9,0,0.968883613,603.51
Missouri,Cape Girardeau,370,78090,0.964864865,0.035135135,0,49.1,5.5,0.753229107,586.29
New Jersey,Cape May,73,95405,0.835616438,0.164383562,0,37.7,27.3,0.529653452,620.28
Montana,Carbon,82,10340,0.914634146,0.085365854,0,50.5,0,0.880305656,2062.19
Pennsylvania,Carbon,129,64330,0.751937984,0.248062016,0,55.9,0,0.714875343,387.23
Utah,Carbon,73,20735,0.98630137,0.01369863,0,92.3,33.7,0.783681005,1484.57
Wyoming,Carbon,208,15695,0.908653846,0.091346154,0,86.9,0,0.803817764,7964.03
Idaho,Caribou,43,6815,0.906976744,0.093023256,0,62.6,0,0.968883613,1798.62
Kentucky,Carlisle,75,4955,0.986666667,0.013333333,0,12.4,12.4,0.920222177,199.02
Minnesota,Carlton,141,35480,0.936170213,0.063829787,0,67.2,0,0.850650597,875.23
Maryland,Caroline,71,32655,0.929577465,0.070422535,0,5.6,0,0.880315818,326.06
Virginia,Caroline,102,29640,0.921568627,0.078431373,0,25.1,25.1,0.884284057,538.89
Arkansas,Carroll,115,27690,0.965217391,0.034782609,0,,,0.796760502,638.81
Georgia,Carroll,168,113755,0.970238095,0.029761905,0,43.7,9.6,0.967672415,503.83
Illinois,Carroll,182,14795,0.895604396,0.104395604,0,79.6,0,0.807663106,465.77
Indiana,Carroll,162,20005,0.987654321,0.012345679,0,28.7,0,0.92512153,375.05
Iowa,Carroll,249,20555,0.9437751,0.0562249,0,49,0,0.906330826,570.24
Kentucky,Carroll,68,10775,0.897058824,0.102941176,0,32.5,0,0.920222177,137.27
Maryland,Carroll,204,167535,0.941176471,0.058823529,0,63.3,0,0.880315818,452.4
Mississippi,Carroll,233,10300,0.836909871,0.163090129,0,14.2,0,0.731516457,634.54
Missouri,Carroll,378,9010,0.80952381,0.19047619,0,96.3,31.1,0.753229107,702.3
New Hampshire,Carroll,189,47415,0.899470899,0.100529101,0,45.3,29.8,0.76406884,992.24
Ohio,Carroll,142,28110,0.957746479,0.042253521,0,39.8,0,0.834323878,399.01
Tennessee,Carroll,244,28415,0.967213115,0.032786885,0,49.2,0,0.945988112,599.86
Virginia,Carroll,159,29735,0.981132075,0.018867925,0,,,0.884284057,477.64
Nevada,Carson,,54410,,,0,,,0.873795386,924.1
Texas,Carson City city,35,6025,1,0,0,81.8,0,0.891372329,155.66
Kentucky,Carter,185,27290,0.913513514,0.086486486,0,,,0.920222177,412.15
Missouri,Carter,47,6250,0.936170213,0.063829787,0,,,0.753229107,509.02
Montana,Carter,40,1295,0.975,0.025,0,,,0.880305656,3348.29
Oklahoma,Carter,340,48530,0.920588235,0.079411765,0,24,21.2,0.629165553,833.72
Tennessee,Carter,195,56705,0.825641026,0.174358974,0,4.9,0,0.945988112,347.62
North Carolina,Carteret,56,68535,0.910714286,0.089285714,0,21.1,0,0.890560355,1340.53
Minnesota,Carver,115,97145,0.895652174,0.104347826,0,33.5,0,0.850650597,376.15
Montana,Cascade,188,82050,0.973404255,0.026595745,1,122.7,0,0.880305656,2711.65
Kentucky,Casey,140,15930,0.907142857,0.092857143,0,,,0.920222177,445.73
Illinois,Cass,77,13070,0.844155844,0.155844156,0,11,0,0.807663106,383.73
Indiana,Cass,186,38325,0.97311828,0.02688172,0,55.3,0,0.92512153,414.92
Iowa,Cass,297,13435,0.760942761,0.239057239,0,25.7,0,0.906330826,565.01
Michigan,Cass,51,51795,0.803921569,0.196078431,0,45.5,17.8,0.771767308,508.46
Minnesota,Cass,82,28635,0.975609756,0.024390244,0,49.3,0,0.850650597,2414.21
Missouri,Cass,369,101325,0.913279133,0.086720867,0,68.5,17.7,0.753229107,702.67
Nebraska,Cass,280,25465,0.8,0.2,0,82.3,12.2,0.899117407,566.21
North Dakota,Cass,371,166850,0.940700809,0.059299191,1,235.1,27.8,0.933551831,1767.91
Texas,Cass,145,30345,1,0,0,63.7,32.9,0.891372329,960.35
Idaho,Cassia,105,23440,1,0,0,36.4,0,0.968883613,2580.31
Texas,Castro,10,7875,1,0,0,27.1,0,0.891372329,899.32
North Carolina,Caswell,90,23095,0.922222222,0.077777778,0,7.7,6.6,0.890560355,428.43
Louisiana,Catahoula,72,10145,0.930555556,0.069444444,0,,,0.743835895,739.43
North Carolina,Catawba,222,155460,0.945945946,0.054054054,0,42.5,0,0.890560355,413.51
Georgia,Catoosa,87,65645,0.977011494,0.022988506,0,13.8,0,0.967672415,162.66
New Mexico,Catron,99,3545,0.898989899,0.101010101,0,,,0.698534578,6929.03
New York,Cattaraugus,480,78505,0.945833333,0.054166667,0,130.8,0,0.746636286,1322.25
North Dakota,Cavalier,68,3865,0.764705882,0.235294118,0,75.1,0,0.933551831,1510.14
New York,Cayuga,145,78785,0.786206897,0.213793103,0,30.6,11.4,0.746636286,863.64
Maryland,Cecil,192,102175,0.947916667,0.052083333,0,52.4,18.1,0.880315818,417.88
Iowa,Cedar,308,18390,0.743506494,0.256493506,0,31.9,0,0.906330826,581.96
Missouri,Cedar,112,13930,0.8125,0.1875,0,,,0.753229107,498.51
Nebraska,Cedar,313,8655,0.900958466,0.099041534,0,18.8,0,0.899117407,745.81
Pennsylvania,Centre,351,159180,0.9002849,0.0997151,0,51.9,0,0.714875343,1111.85
Iowa,Cerro Gordo,265,43305,0.890566038,0.109433962,1,111.5,0,0.906330826,575.12
Colorado,Chaffee,84,18505,0.964285714,0.035714286,0,,,0.78095535,1015.01
Alabama,Chambers,184,34020,0.929347826,0.070652174,0,28.9,0,0.880672042,603.11
Texas,Chambers,138,38070,0.992753623,0.007246377,0,14.9,0,0.891372329,871.99
Illinois,Champaign,725,206420,0.955862069,0.044137931,1,135.5,37.4,0.807663106,997.53
Ohio,Champaign,200,39175,0.99,0.01,0,41.3,0,0.834323878,429.71
Missouri,Chariton,288,7615,0.895833333,0.104166667,0,56.6,21.5,0.753229107,768.25
Virginia,Charles,22,7085,0.954545455,0.045454545,0,3.9,3.9,0.884284057,643.22
Maryland,Charles City,91,154355,0.89010989,0.10989011,0,34.5,0,0.880315818,204.22
South Dakota,Charles Mix,97,9275,0.731958763,0.268041237,0,,,0.857210259,1150.19
South Carolina,Charleston,286,380675,0.916083916,0.083916084,0,89,38.1,0.812866638,1358.11
Michigan,Charlevoix,18,26170,0.888888889,0.111111111,0,13.1,0,0.771767308,1390.76
Florida,Charlotte,209,169640,1,0,1,24.7,0,0.882151679,859.12
Virginia,Charlotte,100,12230,0.99,0.01,0,46.5,0,0.884284057,477.44
Virginia,Charlottesville,24,45540,0.75,0.25,0,5.9,5.8,0.884284057,10.26
Georgia,Charlton,72,12970,0.972222222,0.027777778,0,46.4,19.2,0.967672415,782.97
Kansas,Chase,186,2695,0.946236559,0.053763441,0,56,30.4,0.883778315,778.01
Nebraska,Chase,34,4060,0.970588235,0.029411765,0,17.9,0,0.899117407,897.63
Georgia,Chatham,247,282615,0.991902834,0.008097166,1,104.1,33.8,0.967672415,632.28
North Carolina,Chatham,234,68780,0.944444444,0.055555556,0,48.5,7.9,0.890560355,709.05
Georgia,Chattahoochee,56,11880,0.946428571,0.053571429,0,26.8,0,0.967672415,251.17
Georgia,Chattooga,114,25045,0.859649123,0.140350877,0,8.4,0,0.967672415,313.55
Kansas,Chautauqua,133,3470,0.902255639,0.097744361,0,,,0.883778315,644.83
New York,Chautauqua,558,131750,0.924731183,0.075268817,0,94.1,40,0.746636286,1500.02
New Mexico,Chaves,118,65610,0.966101695,0.033898305,1,89,0,0.698534578,6075.07
Tennessee,Cheatham,127,39575,0.94488189,0.05511811,0,10.6,0,0.945988112,307.13
Michigan,Cheboygan,70,25580,0.928571429,0.071428571,0,,,0.771767308,885.23
Washington,Chelan,140,74760,0.957142857,0.042857143,0,112.4,63.7,0.710608062,2993.62
New York,Chemung,255,87740,0.88627451,0.11372549,1,39.3,0,0.746636286,410.79
New York,Chenango,256,49285,0.921875,0.078125,0,60.6,0,0.746636286,898.7
Alabama,Cherokee,169,25895,0.982248521,0.017751479,0,,,0.880672042,599.95
Georgia,Cherokee,158,230630,0.987341772,0.012658228,0,28.5,0,0.967672415,433.99
Iowa,Cherokee,246,11750,0.715447154,0.284552846,0,29.7,0,0.906330826,577.34
Kansas,Cherokee,309,20735,0.928802589,0.071197411,0,71.3,0,0.883778315,590.96
North Carolina,Cherokee,156,27225,0.935897436,0.064102564,0,25.1,9.6,0.890560355,466.68
Oklahoma,Cherokee,205,48265,0.834146341,0.165853659,0,,,0.629165553,776.4
South Carolina,Cherokee,205,56275,0.912195122,0.087804878,0,36,23.3,0.812866638,397.28
Texas,Cherokee,192,51255,1,0,0,43,13.5,0.891372329,1061.93
Nebraska,Cherry,57,5780,0.824561404,0.175438596,0,,,0.899117407,6009.54
Virginia,Chesapeake,179,233195,0.944134078,0.055865922,0,56.9,14.2,0.884284057,350.9
New Hampshire,Cheshire,189,76320,0.888888889,0.111111111,0,2.2,1.7,0.76406884,729.15
Pennsylvania,Chester,674,512030,0.820474777,0.179525223,0,100.7,36.9,0.714875343,759.81
South Carolina,Chester,191,32435,0.890052356,0.109947644,0,75.8,0,0.812866638,586.16
Tennessee,Chester,127,17355,0.968503937,0.031496063,,9.5,0,0.945988112,288.74
South Carolina,Chesterfield,206,46085,0.917475728,0.082524272,0,54,34.2,0.812866638,805.78
Virginia,Chesterfield,279,331840,0.960573477,0.039426523,0,54.9,16.8,0.884284057,436.99
Colorado,Cheyenne,61,2070,1,0,0,62.6,0,0.78095535,1781.37
Kansas,Cheyenne,100,2680,0.91,0.09,0,21.4,0,0.883778315,1020.84
Nebraska,Cheyenne,159,10090,0.987421384,0.012578616,0,87.4,0,0.899117407,1196.45
Iowa,Chickasaw,307,12165,0.827361564,0.172638436,0,33.3,0,0.906330826,505.48
Mississippi,Chickasaw,251,17355,0.952191235,0.047808765,0,13.2,0,0.731516457,504.27
Arkansas,Chicot,90,11190,0.988888889,0.011111111,0,48.7,0,0.796760502,690.88
Texas,Childress,91,7060,0.978021978,0.021978022,0,27.8,0,0.891372329,713.61
Alabama,Chilton,189,43815,0.984126984,0.015873016,0,59.4,0,0.880672042,700.76
Michigan,Chippewa,110,38330,0.9,0.1,1,62.3,0,0.771767308,2697.98
Minnesota,Chippewa,116,12125,0.836206897,0.163793103,0,56.1,0,0.850650597,587.83
Wisconsin,Chippewa,363,63355,0.925619835,0.074380165,1,70.4,0,0.833592818,1041.32
Minnesota,Chisago,61,54040,0.918032787,0.081967213,0,15.1,0,0.850650597,442.49
Vermont,Chittenden,178,160510,0.983146067,0.016853933,1,55.5,46.5,0.821290173,619.64
Alabama,Choctaw,153,13285,0.934640523,0.065359477,0,26.7,0,0.880672042,920.85
Mississippi,Choctaw,166,8320,0.921686747,0.078313253,0,16.4,0,0.731516457,419.81
Oklahoma,Choctaw,218,15050,0.963302752,0.036697248,0,71.8,0,0.629165553,800.68
Montana,Chouteau,45,5835,0.911111111,0.088888889,0,53,0,0.880305656,3997
North Carolina,Chowan,38,14555,0.947368421,0.052631579,0,3.3,0,0.890560355,233.31
Illinois,Christian,323,33890,0.832817337,0.167182663,0,63.6,0,0.807663106,715.71
Kentucky,Christian,301,73935,0.966777409,0.033222591,0,50,0,0.920222177,724.01
Missouri,Christian,114,82055,0.929824561,0.070175439,0,7.9,0,0.753229107,564.05
Nevada,Churchill,68,24150,0.985294118,0.014705882,0,68.5,42,0.873795386,5023.38
New Mexico,Cibola,106,27375,0.952830189,0.047169811,0,59,59,0.698534578,4541.71
Oklahoma,Cimarron,89,2270,0.966292135,0.033707865,0,72.2,0,0.629165553,1841.17
Florida,Citrus,41,140455,1,0,0,17.9,0,0.882151679,773.15
Oregon,Clackamas,362,394965,0.964088398,0.035911602,0,44.7,24.1,0.897757095,1879.01
Mississippi,Claiborne,135,9210,0.962962963,0.037037037,0,,,0.731516457,767.55
Tennessee,Claiborne,95,31700,0.936842105,0.063157895,0,31.9,0,0.945988112,501.36
Louisiana,Claiborne,155,16450,0.696774194,0.303225806,0,33.6,0,0.743835895,441.55
Washington,Clallam,144,72970,0.9375,0.0625,0,,,0.710608062,2670.34
Michigan,Clare,84,30610,0.988095238,0.011904762,0,25.5,0,0.771767308,575.22
South Carolina,Clarendon,169,34055,0.952662722,0.047337278,0,25.6,0,0.812866638,695.66
Pennsylvania,Clarion,173,38940,0.861271676,0.138728324,0,,,0.714875343,608.95
Arkansas,Clark,204,22685,0.965686275,0.034313725,0,34.9,29.6,0.796760502,882.6
Idaho,Clark,40,960,0.875,0.125,0,37.6,0,0.968883613,1765.21
Illinois,Clark,227,16090,0.964757709,0.035242291,0,29,0,0.807663106,504.88
Indiana,Clark,251,113995,0.984063745,0.015936255,0,50.2,0,0.92512153,376.2
Kansas,Clark,105,2130,0.971428571,0.028571429,0,9.9,0,0.883778315,977.2
Kentucky,Clark,118,35705,0.974576271,0.025423729,0,38.2,0,0.920222177,255.16
Missouri,Clark,180,6860,0.927777778,0.072222222,0,31.1,20.6,0.753229107,511.9
Nevada,Clark,1056,2070155,0.996212121,0.003787879,1,160.2,4.3,0.873795386,8090.66
Ohio,Clark,348,136175,0.99137931,0.00862069,0,80.2,0,0.834323878,403.56
South Dakota,Clark,19,3640,0.789473684,0.210526316,0,16.3,0,0.857210259,967.79
Washington,Clark,212,450895,0.985849057,0.014150943,0,76,54.9,0.710608062,656.22
Wisconsin,Clark,294,34485,0.850340136,0.149659864,0,63.6,0,0.833592818,1219.08
Alabama,Clarke,155,24845,0.993548387,0.006451613,0,42.9,0,0.880672042,1252.51
Georgia,Clarke,101,122035,0.99009901,0.00990099,0,30.2,0,0.967672415,121.28
Iowa,Clarke,168,9275,0.738095238,0.261904762,0,31.4,31.4,0.906330826,431.72
Mississippi,Clarke,230,16205,0.930434783,0.069565217,0,50,21,0.731516457,693.41
Virginia,Clarke,37,14305,1,0,0,19.8,0,0.884284057,178.19
Oregon,Clatsop,153,37660,0.888888889,0.111111111,0,29.3,0,0.897757095,1084.75
Alabama,Clay,130,13485,0.915384615,0.084615385,0,28.8,0,0.880672042,606
Arkansas,Clay,203,15200,0.935960591,0.064039409,0,37.6,19.4,0.796760502,641.42
Florida,Clay,77,200345,0.961038961,0.038961039,0,40.5,28.5,0.882151679,643.69
Georgia,Clay,21,3070,1,0,0,,,0.967672415,216.99
Illinois,Clay,166,13465,0.903614458,0.096385542,0,44.8,1.7,0.807663106,469.84
Indiana,Clay,195,26570,0.871794872,0.128205128,0,13.9,0,0.92512153,360.39
Iowa,Clay,155,16480,0.877419355,0.122580645,0,24.3,0,0.906330826,572.51
Kansas,Clay,227,8345,0.942731278,0.057268722,0,10.7,0,0.883778315,655.44
Kentucky,Clay,166,21160,0.759036145,0.240963855,0,11.7,0,0.920222177,471.08
Minnesota,Clay,222,61400,0.959459459,0.040540541,0,105.1,31.6,0.850650597,1052.74
Mississippi,Clay,153,20145,0.967320261,0.032679739,0,23.8,0,0.731516457,416.02
Missouri,Clay,424,233135,0.910377358,0.089622642,0,81.7,0,0.753229107,408.86
Nebraska,Clay,133,6315,0.864661654,0.135338346,0,49.3,24.6,0.899117407,573.53
North Carolina,Clay,60,10730,0.916666667,0.083333333,0,,,0.890560355,220.6
South Dakota,Clay,90,14030,0.866666667,0.133333333,0,20.8,0,0.857210259,416.7
Tennessee,Clay,64,7770,0.953125,0.046875,0,,,0.945988112,259.25
Texas,Clay,133,10365,0.977443609,0.022556391,0,32.7,0,0.891372329,1116.17
West Virginia,Clay,85,9035,0.823529412,0.176470588,,,,0.694866631,343.82
Georgia,Clayton,159,270270,0.974842767,0.025157233,1,25.1,0,0.967672415,144.28
Iowa,Clayton,262,17735,0.885496183,0.114503817,0,59.3,0,0.906330826,792.81
Colorado,Clear Creek,76,9240,0.960526316,0.039473684,0,,,0.78095535,396.46
Pennsylvania,Clearfield,289,81170,0.816608997,0.183391003,0,136,0,0.714875343,1153.8
Idaho,Clearwater,87,8530,0.908045977,0.091954023,0,25.5,0,0.968883613,2488.1
Minnesota,Clearwater,51,8765,1,0,0,18.8,0,0.850650597,1029.79
Alabama,Cleburne,165,14990,0.890909091,0.109090909,,19.7,19.7,0.880672042,561.02
Arkansas,Cleburne,52,25585,1,0,0,,,0.796760502,591.91
Ohio,Clermont,321,201090,0.943925234,0.056074766,0,25.5,0,0.834323878,457.67
Arkansas,Cleveland,84,8420,0.988095238,0.011904762,,21.3,0,0.796760502,598.8
North Carolina,Cleveland,251,97115,0.880478088,0.119521912,0,43.8,10,0.890560355,468.6
Oklahoma,Cleveland,305,271820,0.91147541,0.08852459,0,22.7,22.7,0.629165553,558.34
Georgia,Clinch,69,6815,0.971014493,0.028985507,0,53.3,0,0.967672415,824.17
Illinois,Clinton,189,37860,0.947089947,0.052910053,0,77.2,0,0.807663106,503.48
Indiana,Clinton,212,32690,0.919811321,0.080188679,0,41.2,0,0.92512153,405.28
Iowa,Clinton,372,47970,0.970430108,0.029569892,0,64,0,0.906330826,710.19
Kentucky,Clinton,39,10170,0.974358974,0.025641026,0,,,0.920222177,205.54
Michigan,Clinton,216,77245,0.884259259,0.115740741,1,9.2,0,0.771767308,574.57
Missouri,Clinton,152,20495,0.940789474,0.059210526,0,,,0.753229107,423.47
New York,Clinton,200,81505,0.9,0.1,1,45.4,36.2,0.746636286,1117.61
Ohio,Clinton,223,41855,0.99103139,0.00896861,0,41.8,0,0.834323878,412.29
Pennsylvania,Clinton,206,39535,0.898058252,0.101941748,0,92.1,0,0.714875343,898.09
Kansas,Cloud,316,9300,0.949367089,0.050632911,0,65.1,0,0.883778315,718.47
Mississippi,Coahoma,116,24805,0.982758621,0.017241379,0,44.4,0,0.731516457,583.14
Oklahoma,Coal,150,5755,0.886666667,0.113333333,0,,,0.629165553,521.3
Georgia,Cobb,383,728390,0.98694517,0.01305483,0,62.1,11.1,0.967672415,344.51
Arizona,Cochise,501,128175,0.974051896,0.025948104,0,139.3,101.6,0.813937707,6218.77
Texas,Cochran,,2955,,,0,0.7,0,0.891372329,775.31
Tennessee,Cocke,187,35255,0.893048128,0.106951872,0,31.2,0,0.945988112,443.15
Arizona,Coconino,403,138065,0.975186104,0.024813896,1,285.6,196.2,0.813937707,18661.21
South Dakota,Codington,74,27885,0.878378378,0.121621622,1,33.1,0,0.857210259,717.08
