County_Name,State_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%)
Meade County,Kansas,85,4310,0.988235294,0.011764706,0,33.7,0,0.883778315
Meade County,South Dakota,215,26840,0.851162791,0.148837209,0,24.9,0,0.857210259
Meade County,Kentucky,25,28750,0.8,0.2,,24,0,0.920222177
Meagher County,Montana,52,1960,0.903846154,0.096153846,0,,,0.880305656
Mecklenburg County,Virginia,160,31210,0.925,0.075,0,24.3,0,0.884284057
Mecklenburg County,North Carolina,657,1011775,0.97260274,0.02739726,1,124.4,21.5,0.890560355
Mecosta County,Michigan,81,43260,0.888888889,0.111111111,0,,,0.771767308
Medina County,Ohio,284,175545,0.936619718,0.063380282,0,92.6,0,0.834323878
Medina County,Texas,208,47920,0.985576923,0.014423077,0,56.1,42.7,0.891372329
Meeker County,Minnesota,62,23095,0.983870968,0.016129032,0,34,0,0.850650597
Meigs County,Ohio,210,23345,0.947619048,0.052380952,0,24.1,0,0.834323878
Meigs County,Tennessee,73,11805,0.917808219,0.082191781,0,,,0.945988112
Mellette County,South Dakota,28,2085,0.892857143,0.107142857,0,,,0.857210259
Menard County,Illinois,91,12575,0.901098901,0.098901099,,34.9,0,0.807663106
Menard County,Texas,63,2165,1,0,0,,,0.891372329
Mendocino County,California,355,87410,0.926760563,0.073239437,0,40.8,40.8,0.58749769
Menifee County,Kentucky,46,6345,1,0,,,,0.920222177
Menominee County,Michigan,95,23570,0.873684211,0.126315789,0,70.4,0,0.771767308
Menominee County,Wisconsin,24,4455,0.833333333,0.166666667,,,,0.833592818
Merced County,California,532,265000,0.879699248,0.120300752,1,97.4,40.8,0.58749769
Mercer County,Ohio,330,40885,0.978787879,0.021212121,0,22.3,0,0.834323878
Mercer County,Pennsylvania,437,114600,0.869565217,0.130434783,0,80.1,0,0.714875343
Mercer County,Illinois,163,15970,0.858895706,0.141104294,0,,,0.807663106
Mercer County,New Jersey,402,371100,0.868159204,0.131840796,1,40.3,21.1,0.529653452
Mercer County,North Dakota,72,8670,1,0,0,54.1,0,0.933551831
Mercer County,West Virginia,174,61475,0.712643678,0.287356322,0,65.3,0,0.694866631
Mercer County,Missouri,144,3700,0.722222222,0.277777778,,23.6,0,0.753229107
Mercer County,Kentucky,73,21410,0.945205479,0.054794521,0,28.1,0,0.920222177
Meriwether County,Georgia,133,21195,0.864661654,0.135338346,0,48.8,0,0.967672415
Merrick County,Nebraska,171,7795,0.894736842,0.105263158,0,65.4,0,0.899117407
Merrimack County,New Hampshire,321,147715,0.900311526,0.099688474,0,36.7,0,0.76406884
Mesa County,Colorado,311,148165,0.974276527,0.025723473,1,103.6,71.9,0.78095535
Metcalfe County,Kentucky,77,9985,0.974025974,0.025974026,,,,0.920222177
Miami County,Ohio,321,103865,0.953271028,0.046728972,0,23.6,0,0.834323878
Miami County,Indiana,172,36095,0.895348837,0.104651163,0,15.9,0,0.92512153
Miami County,Kansas,326,32785,0.935582822,0.064417178,0,73.8,0,0.883778315
Miami-Dade County,Florida,1003,2664420,0.983050847,0.016949153,1,133.1,52.9,0.882151679
Middlesex County,Connecticut,304,164440,0.927631579,0.072368421,0,40.9,21.4,0.649393876
Middlesex County,Virginia,9,10730,0.777777778,0.222222222,0,,,0.884284057
Middlesex County,New Jersey,555,831850,0.947747748,0.052252252,0,149.7,41.9,0.529653452
Middlesex County,Massachusetts,788,1567610,0.890862944,0.109137056,0,150.3,103.3,0.700716679
Midland County,Michigan,138,83560,0.826086957,0.173913043,0,7.1,0,0.771767308
Midland County,Texas,118,155815,0.983050847,0.016949153,1,26.8,0,0.891372329
Mifflin County,Pennsylvania,191,46585,0.879581152,0.120418848,0,41.9,29,0.714875343
Milam County,Texas,184,24370,0.972826087,0.027173913,0,78.1,0,0.891372329
Millard County,Utah,72,12605,1,0,0,101,0,0.783681005
Mille Lacs County,Minnesota,107,25790,0.971962617,0.028037383,0,,,0.850650597
Miller County,Missouri,137,25010,0.919708029,0.080291971,0,,,0.753229107
Miller County,Georgia,46,5910,1,0,,13.6,0,0.967672415
Miller County,Arkansas,215,43665,0.995348837,0.004651163,1,46.6,18.8,0.796760502
Mills County,Iowa,183,14840,0.803278689,0.196721311,,47,27.9,0.906330826
Mills County,Texas,68,4870,0.985294118,0.014705882,0,34.1,0,0.891372329
Milwaukee County,Wisconsin,884,955305,0.936651584,0.063348416,1,111.1,22.8,0.833592818
Miner County,South Dakota,62,2300,0.629032258,0.370967742,0,,,0.857210259
Mineral County,Nevada,4,4520,0.75,0.25,0,42.3,0,0.873795386
Mineral County,Colorado,26,795,1,0,0,,,0.78095535
Mineral County,Montana,149,4225,0.838926174,0.161073826,0,51.4,0,0.880305656
Mineral County,West Virginia,63,27605,0.920634921,0.079365079,0,30.2,7.5,0.694866631
Mingo County,West Virginia,166,25550,0.831325301,0.168674699,0,121.1,0,0.694866631
Minidoka County,Idaho,62,20330,1,0,0,49.6,0,0.968883613
Minnehaha County,South Dakota,388,182015,0.904639175,0.095360825,1,93.9,0,0.857210259
Missaukee County,Michigan,41,15030,0.853658537,0.146341463,0,8.7,0,0.771767308
Mississippi County,Missouri,98,14110,0.867346939,0.132653061,0,,,0.753229107
Mississippi County,Arkansas,310,44200,0.909677419,0.090322581,0,73.4,0,0.796760502
Missoula County,Montana,208,113100,0.894230769,0.105769231,1,77.5,0,0.880305656
Mitchell County,Kansas,262,6300,0.961832061,0.038167939,0,56.6,0,0.883778315
Mitchell County,North Carolina,125,15265,0.832,0.168,,39.4,0,0.890560355
Mitchell County,Iowa,167,10755,0.838323353,0.161676647,0,38.4,0,0.906330826
Mitchell County,Texas,142,8995,0.992957746,0.007042254,0,31.7,0,0.891372329
Mitchell County,Georgia,116,22780,0.931034483,0.068965517,0,30,0,0.967672415
Mobile County,Alabama,592,414290,0.971283784,0.028716216,1,151.5,29.9,0.880672042
Modoc County,California,87,9035,0.931034483,0.068965517,0,181.5,0,0.58749769
Moffat County,Colorado,79,13035,0.886075949,0.113924051,0,53.4,0,0.78095535
Mohave County,Arizona,623,203630,0.983948636,0.016051364,0,122.8,119.5,0.813937707
Moniteau County,Missouri,94,15840,0.882978723,0.117021277,0,38.3,24.6,0.753229107
Monmouth County,New Jersey,502,627530,0.884462151,0.115537849,0,78,31,0.529653452
Mono County,California,52,14050,0.903846154,0.096153846,1,,,0.58749769
Monona County,Iowa,169,9015,0.692307692,0.307692308,0,25.8,0,0.906330826
Monongalia County,West Virginia,204,102825,0.818627451,0.181372549,1,37.8,2.1,0.694866631
Monroe County,Ohio,179,14440,0.877094972,0.122905028,0,11.3,0,0.834323878
Monroe County,Alabama,145,21975,0.889655172,0.110344828,0,80.8,0,0.880672042
Monroe County,Indiana,227,143290,0.969162996,0.030837004,0,25.3,0,0.92512153
Monroe County,Pennsylvania,305,167125,0.750819672,0.249180328,0,37.5,30.5,0.714875343
Monroe County,Illinois,131,33705,0.954198473,0.045801527,0,31,0,0.807663106
Monroe County,Mississippi,293,36030,0.976109215,0.023890785,0,93,0,0.731516457
Monroe County,Michigan,298,149945,0.842281879,0.157718121,0,185.6,0,0.771767308
Monroe County,New York,610,749235,0.901639344,0.098360656,1,111.8,30.8,0.746636286
Monroe County,Iowa,140,7965,0.721428571,0.278571429,0,78.5,39.6,0.906330826
Monroe County,Tennessee,143,45480,0.923076923,0.076923077,0,27.1,0,0.945988112
Monroe County,West Virginia,63,13495,0.80952381,0.19047619,0,3.5,3.5,0.694866631
Monroe County,Wisconsin,368,45365,0.956521739,0.043478261,0,66.3,32.8,0.833592818
Monroe County,Missouri,177,8640,0.881355932,0.118644068,0,45.4,0,0.753229107
Monroe County,Florida,100,77150,0.94,0.06,1,,,0.882151679
Monroe County,Georgia,90,27045,0.988888889,0.011111111,0,45.7,0,0.967672415
Monroe County,Kentucky,67,10690,0.955223881,0.044776119,0,,,0.920222177
Monroe County,Arkansas,86,7540,0.953488372,0.046511628,0,37.7,0,0.796760502
Montague County,Texas,230,19385,0.982608696,0.017391304,0,51.8,0,0.891372329
Montcalm County,Michigan,121,62920,0.925619835,0.074380165,0,,,0.771767308
Monterey County,California,379,430200,0.920844327,0.079155673,1,110,108.9,0.58749769
Montezuma County,Colorado,68,26005,0.926470588,0.073529412,1,,,0.78095535
Montgomery County,Ohio,644,532760,0.950310559,0.049689441,1,60.8,0,0.834323878
Montgomery County,Virginia,195,97225,0.948717949,0.051282051,0,68.5,0,0.884284057
Montgomery County,Maryland,480,1026370,0.960416667,0.039583333,0,31.6,30,0.880315818
Montgomery County,Alabama,584,227390,0.98630137,0.01369863,1,99.6,0,0.880672042
Montgomery County,Indiana,253,38110,0.936758893,0.063241107,0,41.7,24.5,0.92512153
Montgomery County,Pennsylvania,773,815875,0.803363519,0.196636481,0,128.2,52,0.714875343
Montgomery County,Illinois,264,29300,0.897727273,0.102272727,0,110.2,0,0.807663106
Montgomery County,Mississippi,189,10355,0.920634921,0.079365079,0,19.6,0,0.731516457
Montgomery County,Kansas,321,33765,0.943925234,0.056074766,0,102.9,0,0.883778315
Montgomery County,New York,203,49665,0.921182266,0.078817734,0,42.2,40.2,0.746636286
Montgomery County,North Carolina,142,27475,0.915492958,0.084507042,0,42.1,0,0.890560355
Montgomery County,Iowa,216,10380,0.736111111,0.263888889,0,35.5,25.8,0.906330826
Montgomery County,Tennessee,187,189710,0.909090909,0.090909091,0,40.2,0,0.945988112
Montgomery County,Texas,585,518850,0.986324786,0.013675214,0,129.9,0,0.891372329
Montgomery County,Missouri,167,11820,0.910179641,0.089820359,0,26.8,0,0.753229107
Montgomery County,Georgia,41,9005,1,0,,22.4,0,0.967672415
Montgomery County,Kentucky,74,27390,0.932432432,0.067567568,0,,,0.920222177
Montgomery County,Arkansas,202,9100,0.97029703,0.02970297,0,,,0.796760502
Montmorency County,Michigan,17,9315,1,0,0,,,0.771767308
Montour County,Pennsylvania,110,18405,0.936363636,0.063636364,0,13.5,0,0.714875343
Montrose County,Colorado,119,40865,0.899159664,0.100840336,1,16.2,0,0.78095535
Moody County,South Dakota,90,6445,0.755555556,0.244444444,0,,,0.857210259
Moore County,North Carolina,174,93070,0.925287356,0.074712644,0,76.6,24.6,0.890560355
Moore County,Tennessee,68,6315,0.970588235,0.029411765,,,,0.945988112
Moore County,Texas,26,22185,1,0,0,66.3,0,0.891372329
Mora County,New Mexico,78,4600,0.884615385,0.115384615,,41,41,0.698534578
Morehouse Parish,Louisiana,146,26740,0.794520548,0.205479452,0,65.9,0,0.743835895
Morgan County,Ohio,164,14855,0.93902439,0.06097561,0,,,0.834323878
Morgan County,Utah,57,10645,0.98245614,0.01754386,0,21,0,0.783681005
Morgan County,Alabama,263,119555,0.984790875,0.015209125,0,40.6,0,0.880672042
Morgan County,Indiana,225,69505,0.937777778,0.062222222,0,31.3,0,0.92512153
Morgan County,Colorado,189,28290,0.957671958,0.042328042,0,56.6,37.3,0.78095535
Morgan County,Illinois,233,34800,0.927038627,0.072961373,0,94.2,0,0.807663106
Morgan County,Tennessee,115,21690,0.895652174,0.104347826,,30.1,0,0.945988112
Morgan County,West Virginia,55,17515,0.763636364,0.236363636,0,41.4,36.2,0.694866631
Morgan County,Missouri,106,20180,0.867924528,0.132075472,0,6.6,6.6,0.753229107
Morgan County,Georgia,103,17945,0.980582524,0.019417476,0,38.8,0,0.967672415
Morgan County,Kentucky,109,13380,0.95412844,0.04587156,0,,,0.920222177
Morrill County,Nebraska,93,4845,0.978494624,0.021505376,0,102.8,0,0.899117407
Morris County,Kansas,184,5695,0.89673913,0.10326087,0,25.9,0,0.883778315
Morris County,New Jersey,506,498215,0.922924901,0.077075099,0,84.8,51.1,0.529653452
Morris County,Texas,70,12655,0.985714286,0.014285714,0,29.3,0,0.891372329
Morrison County,Minnesota,163,32850,0.938650307,0.061349693,0,41.6,33.2,0.850650597
Morrow County,Ohio,257,35030,0.879377432,0.120622568,0,27.6,0,0.834323878
Morrow County,Oregon,70,11205,0.942857143,0.057142857,0,49.4,0,0.897757095
Morton County,Kansas,17,3035,1,0,0,21.8,0,0.883778315
Morton County,North Dakota,286,29635,0.923076923,0.076923077,0,78.9,0,0.933551831
Motley County,Texas,51,1020,1,0,0,,,0.891372329
Moultrie County,Illinois,164,14915,0.957317073,0.042682927,0,40.8,0,0.807663106
Mountrail County,North Dakota,29,9675,0.931034483,0.068965517,0,110.5,47.2,0.933551831
Mower County,Minnesota,340,39250,0.867647059,0.132352941,0,35.8,0,0.850650597
Muhlenberg County,Kentucky,156,31215,0.961538462,0.038461538,0,50.5,0,0.920222177
Multnomah County,Oregon,472,778195,0.972457627,0.027542373,1,130.3,19.7,0.897757095
Murray County,Oklahoma,119,13790,0.957983193,0.042016807,0,28.7,22.4,0.629165553
Murray County,Minnesota,129,8465,0.96124031,0.03875969,0,,,0.850650597
Murray County,Georgia,83,39360,0.879518072,0.120481928,0,29.3,0,0.967672415
Muscatine County,Iowa,146,42950,0.787671233,0.212328767,0,56.6,0,0.906330826
Muscogee County,Georgia,206,200305,0.966019417,0.033980583,1,47.7,0,0.967672415
Muskegon County,Michigan,140,172150,0.892857143,0.107142857,1,41.9,0,0.771767308
Muskingum County,Ohio,377,85990,0.872679045,0.127320955,0,73.2,0,0.834323878
Muskogee County,Oklahoma,403,69940,0.82382134,0.17617866,0,61.9,0,0.629165553
Musselshell County,Montana,28,4780,0.928571429,0.071428571,0,16,0,0.880305656
Nacogdoches County,Texas,240,65555,0.995833333,0.004166667,0,37.6,0,0.891372329
Nance County,Nebraska,148,3605,0.925675676,0.074324324,0,34.1,0,0.899117407
Nantucket County,Massachusetts,2,10695,1,0,1,,,0.700716679
Napa County,California,154,140825,0.857142857,0.142857143,0,39.2,0,0.58749769
Nash County,North Carolina,264,94385,0.931818182,0.068181818,0,41.8,13.1,0.890560355
Nassau County,New York,323,1356800,0.987616099,0.012383901,0,83,83,0.746636286
Nassau County,Florida,102,77185,0.970588235,0.029411765,0,79.2,23.8,0.882151679
Natchitoches Parish,Louisiana,321,39260,0.825545171,0.174454829,0,67.6,0,0.743835895
Natrona County,Wyoming,138,80870,0.898550725,0.101449275,1,84.7,0,0.803817764
Navajo County,Arizona,267,108210,0.966292135,0.033707865,1,118.5,54.7,0.813937707
Navarro County,Texas,330,48175,0.984848485,0.015151515,0,85.7,0,0.891372329
Nelson County,Virginia,134,14830,0.955223881,0.044776119,0,50.6,21.5,0.884284057
Nelson County,North Dakota,23,3030,0.869565217,0.130434783,0,75.1,25.8,0.933551831
Nelson County,Kentucky,151,44875,0.900662252,0.099337748,0,20,17,0.920222177
Nemaha County,Kansas,357,10175,0.915966387,0.084033613,0,27.7,0,0.883778315
Nemaha County,Nebraska,180,7100,0.666666667,0.333333333,0,19.6,0,0.899117407
Neosho County,Kansas,243,16360,0.942386831,0.057613169,0,51.3,0,0.883778315
Neshoba County,Mississippi,196,29475,0.969387755,0.030612245,0,37,0,0.731516457
Ness County,Kansas,170,3045,0.935294118,0.064705882,0,36.4,0,0.883778315
Nevada County,California,134,98640,0.865671642,0.134328358,0,29.6,29.6,0.58749769
Nevada County,Arkansas,134,8670,0.940298507,0.059701493,0,16.5,13.8,0.796760502
New Castle County,Delaware,499,551995,0.965931864,0.034068136,0,125.9,37.8,0.816886856
New Hanover County,North Carolina,104,216430,0.942307692,0.057692308,1,32.1,0,0.890560355
New Haven County,Connecticut,871,860875,0.931113662,0.068886338,1,114.8,84.1,0.649393876
New Kent County,Virginia,59,20050,0.898305085,0.101694915,0,24.8,13.1,0.884284057
New London County,Connecticut,430,272035,0.925581395,0.074418605,0,97.6,34.3,0.649393876
New Madrid County,Missouri,285,18230,0.90877193,0.09122807,0,64.4,0,0.753229107
New York County,New York,247,1634990,0.923076923,0.076923077,0,23.1,23.1,0.746636286
Newaygo County,Michigan,63,47955,0.825396825,0.174603175,0,46.2,0,0.771767308
Newberry County,South Carolina,220,37750,0.895454545,0.104545455,0,52.5,0,0.812866638
Newport County,Rhode Island,40,82715,0.925,0.075,0,,,0.446867996
Newport News city,Virginia,95,181605,0.968421053,0.031578947,1,42.3,15.2,0.884284057
Newton County,Indiana,168,14020,0.958333333,0.041666667,0,23.5,6.8,0.92512153
Newton County,Mississippi,244,21650,0.967213115,0.032786885,0,54.4,0,0.731516457
Newton County,Texas,157,14140,0.987261146,0.012738854,0,24.2,0,0.891372329
Newton County,Missouri,295,58740,0.959322034,0.040677966,0,61.2,0,0.753229107
Newton County,Georgia,98,103900,0.989795918,0.010204082,0,29.8,0,0.967672415
Newton County,Arkansas,63,7990,0.952380952,0.047619048,0,,,0.796760502
Nez Perce County,Idaho,71,39995,0.971830986,0.028169014,1,33.6,0,0.968883613
Niagara County,New York,268,213375,0.917910448,0.082089552,1,71.7,15.2,0.746636286
Nicholas County,West Virginia,95,25745,0.863157895,0.136842105,0,39.2,0,0.694866631
Nicholas County,Kentucky,81,7060,0.950617284,0.049382716,0,15.7,0,0.920222177
Nicollet County,Minnesota,49,33225,0.959183673,0.040816327,0,,,0.850650597
Niobrara County,Wyoming,34,2500,0.970588235,0.029411765,0,44.2,0,0.803817764
Noble County,Ohio,214,14430,0.939252336,0.060747664,0,,,0.834323878
Noble County,Indiana,90,47585,0.888888889,0.111111111,0,50.1,24.6,0.92512153
Noble County,Oklahoma,339,11470,0.94100295,0.05899705,0,73.7,0,0.629165553
Nobles County,Minnesota,301,21730,0.986710963,0.013289037,0,40.7,0,0.850650597
Nodaway County,Missouri,399,23025,0.864661654,0.135338346,0,,,0.753229107
Nolan County,Texas,167,15015,0.976047904,0.023952096,0,71.2,0,0.891372329
Nome Census Area,Alaska,30,9880,0.933333333,0.066666667,8,,,0.769478458
Norfolk city,Virginia,190,245725,0.994736842,0.005263158,1,25.6,2.2,0.884284057
Norfolk County,Massachusetts,343,691220,0.956268222,0.043731778,0,101.5,81,0.700716679
Norman County,Minnesota,150,6640,0.966666667,0.033333333,0,5,0,0.850650597
North Slope Borough,Alaska,48,9680,1,0,5,,,0.769478458
Northampton County,Virginia,15,12120,1,0,0,23.4,0,0.884284057
Northampton County,Pennsylvania,348,300520,0.850574713,0.149425287,0,71.7,0,0.714875343
Northampton County,North Carolina,83,20630,0.915662651,0.084337349,0,51.7,8.9,0.890560355
Northumberland County,Virginia,16,12270,1,0,0,,,0.884284057
Northumberland County,Pennsylvania,289,93590,0.930795848,0.069204152,0,106.6,0,0.714875343
Northwest Arctic Borough,Alaska,,7725,,,5,,,0.769478458
Norton city,Virginia,20,3980,0.9,0.1,0,7.8,0,0.884284057
Norton County,Kansas,248,5560,0.97983871,0.02016129,0,49.3,0,0.883778315
Nottoway County,Virginia,65,15640,0.876923077,0.123076923,0,34.5,0,0.884284057
Nowata County,Oklahoma,120,10510,0.825,0.175,0,28.3,0,0.629165553
Noxubee County,Mississippi,193,11100,0.937823834,0.062176166,0,26,0,0.731516457
Nuckolls County,Nebraska,253,4350,0.865612648,0.134387352,0,19.1,0,0.899117407
Nueces County,Texas,489,355665,0.991820041,0.008179959,1,86.7,0,0.891372329
Nye County,Nevada,21,43200,0.952380952,0.047619048,0,,,0.873795386
O'Brien County,Iowa,268,14055,0.992537313,0.007462687,0,30.6,0,0.906330826
Oakland County,Michigan,501,1235215,0.918163673,0.081836327,0,95.1,16,0.771767308
Obion County,Tennessee,366,30900,0.969945355,0.030054645,0,43.5,27.8,0.945988112
Ocean County,New Jersey,238,586165,0.953781513,0.046218487,0,17.5,2,0.529653452
Oceana County,Michigan,98,26150,0.918367347,0.081632653,0,,,0.771767308
Ochiltree County,Texas,32,10575,1,0,0,,,0.891372329
Oconee County,South Carolina,216,75375,0.87962963,0.12037037,0,42.3,25.6,0.812866638
Oconee County,Georgia,60,35070,1,0,,9.3,0,0.967672415
Oconto County,Wisconsin,149,37475,0.946308725,0.053691275,0,53,0,0.833592818
Ogemaw County,Michigan,33,21105,0.878787879,0.121212121,0,18.6,0,0.771767308
Oglala Lakota County,South Dakota,,14265,,,0,,,0.857210259
Ogle County,Illinois,378,52035,0.962962963,0.037037037,0,126.9,0,0.807663106
Oglethorpe County,Georgia,50,14745,0.94,0.06,0,,,0.967672415
Ohio County,Indiana,41,6005,0.951219512,0.048780488,0,,,0.92512153
Ohio County,West Virginia,114,43255,0.684210526,0.315789474,0,,,0.694866631
Ohio County,Kentucky,228,24150,0.934210526,0.065789474,0,27.8,0,0.920222177
Okaloosa County,Florida,217,195800,0.953917051,0.046082949,0,26.2,0,0.882151679
Okanogan County,Washington,150,41300,0.906666667,0.093333333,0,85.5,0,0.710608062
Okeechobee County,Florida,67,39420,1,0,0,26.4,26.4,0.882151679
Okfuskee County,Oklahoma,228,12210,0.780701754,0.219298246,0,8.8,0,0.629165553
Oklahoma County,Oklahoma,1170,764700,0.930769231,0.069230769,1,108.4,6.5,0.629165553
Okmulgee County,Oklahoma,315,39320,0.771428571,0.228571429,0,41.3,0,0.629165553
Oktibbeha County,Mississippi,230,49425,0.947826087,0.052173913,0,28.8,0,0.731516457
Oldham County,Texas,51,2070,1,0,0,16.6,0,0.891372329
Oldham County,Kentucky,67,63875,0.820895522,0.179104478,0,14.6,0,0.920222177
